estimator,est_error,shd,cpshd,f1score,sparsity,dag_rate,n,p,m,ne,s,graph_type,id
Fixed DAG,0.9290541374071843,5.564,6.283,0.35002164502164496,6.0,1.0,1000,20,5,10,0.5,scale-free,8
Sorted DAG (fixed),0.6943590701073307,4.544,5.351,0.48930943252791087,4.873,1.0,1000,20,5,10,0.5,scale-free,8
Sorted DAG (truth),0.5115203594848268,1.479,1.769,0.7629279189163087,3.865,1.0,1000,20,5,10,0.5,scale-free,8
Clustered DAG,0.8395384480084387,5.573,6.046,0.38788174309350776,4.819,1.0,1000,20,5,10,0.5,scale-free,8
Contextual DAG,0.4910425787215754,3.662,4.094,0.6339941098210187,5.359,1.0,1000,30,5,10,0.5,scale-free,8
Fixed DAG,0.9353488040433131,5.727,5.598,0.3357768481518481,6.0,1.0,1000,30,5,10,0.5,scale-free,8
Sorted DAG (fixed),0.7111874003205403,5.992,6.131,0.3743509387832948,5.66,1.0,1000,30,5,10,0.5,scale-free,8
Sorted DAG (truth),0.41351089337246927,1.617,1.851,0.8249182203481991,4.976,1.0,1000,30,5,10,0.5,scale-free,8
Clustered DAG,0.6808914336209176,4.375,4.85,0.49521826229326216,4.506,1.0,1000,30,5,10,0.5,scale-free,8
Contextual DAG,0.6214003787546161,4.282,4.736,0.5390225190588267,4.571,1.0,1000,40,5,10,0.5,scale-free,8
Fixed DAG,0.927127664840336,5.295,5.008,0.35274386169386174,5.0,1.0,1000,40,5,10,0.5,scale-free,8
Sorted DAG (fixed),0.7916101680732585,4.512,4.651,0.33814692568353555,2.85,1.0,1000,40,5,10,0.5,scale-free,8
Sorted DAG (truth),0.5562112199423275,2.503,2.99,0.7638142378868535,5.851,1.0,1000,40,5,10,0.5,scale-free,8
Clustered DAG,0.7181836908181672,4.698,5.052,0.48794249084249075,4.625,1.0,1000,40,5,10,0.5,scale-free,8
Contextual DAG,0.7670663021591017,3.728,4.033,0.46162767193097654,2.885,1.0,1000,50,5,10,0.5,scale-free,8
Fixed DAG,0.9444159136127236,5.087,5.137,0.2866220057720057,3.0,1.0,1000,50,5,10,0.5,scale-free,8
Sorted DAG (fixed),0.7890494669161742,6.127,5.888,0.33529271966588303,5.279,1.0,1000,50,5,10,0.5,scale-free,8
Sorted DAG (truth),0.47428665672268655,3.293,3.716,0.7654710793588351,6.984,1.0,1000,50,5,10,0.5,scale-free,8
Clustered DAG,0.6624140235055862,4.139,4.609,0.5667225163725164,5.293,1.0,1000,50,5,10,0.5,scale-free,8
Contextual DAG,0.3319125173373449,1.087,1.262,0.856873742760507,4.678,1.0,1000,10,2,10,0.5,erdos-renyi,9
Fixed DAG,0.912819272920509,5.697,6.624,0.35968278388278374,5.0,1.0,1000,10,2,10,0.5,erdos-renyi,9
Sorted DAG (fixed),0.5354372233177009,3.131,3.092,0.5714795681308265,5.43,1.0,1000,10,2,10,0.5,erdos-renyi,9
Sorted DAG (truth),0.18872629870810262,0.548,0.689,0.9302766721840248,5.035,1.0,1000,10,2,10,0.5,erdos-renyi,9
Clustered DAG,0.5615074442938733,3.232,3.576,0.6535887354475588,4.982,1.0,1000,10,2,10,0.5,erdos-renyi,9
Contextual DAG,0.34874971522785925,1.408,1.671,0.7772699051206788,5.094,1.0,1000,20,2,10,0.5,erdos-renyi,9
Fixed DAG,0.9229360703133117,5.762,6.193,0.3484090964590965,6.0,1.0,1000,20,2,10,0.5,erdos-renyi,9
Sorted DAG (fixed),0.6210752922637282,3.819,3.239,0.5474122441642113,5.467,1.0,1000,20,2,10,0.5,erdos-renyi,9
Sorted DAG (truth),0.4898743574558246,1.215,1.409,0.7662082297045918,3.733,1.0,1000,20,2,10,0.5,erdos-renyi,9
Clustered DAG,0.5348882178050407,2.826,3.078,0.6650609212682741,4.697,1.0,1000,20,2,10,0.5,erdos-renyi,9
Contextual DAG,0.48694005560176123,2.474,2.328,0.6885135725127982,4.562,1.0,1000,30,2,10,0.5,erdos-renyi,9
Fixed DAG,0.8709691049274666,4.455,4.462,0.442842712842713,4.0,1.0,1000,30,2,10,0.5,erdos-renyi,9
Sorted DAG (fixed),0.5372255553664976,3.039,2.608,0.5982275330337391,4.288,1.0,1000,30,2,10,0.5,erdos-renyi,9
Sorted DAG (truth),0.24799826731145103,1.348,1.722,0.8871042524431638,5.647,1.0,1000,30,2,10,0.5,erdos-renyi,9
Clustered DAG,0.3843612581346167,2.243,2.483,0.7438301365301362,4.934,1.0,1000,30,2,10,0.5,erdos-renyi,9
Contextual DAG,0.47637307576457133,2.475,2.45,0.6426078024016035,4.045,1.0,1000,40,2,10,0.5,erdos-renyi,9
Fixed DAG,0.8556330632033633,4.331,4.337,0.47275816960816974,5.0,1.0,1000,40,2,10,0.5,erdos-renyi,9
Sorted DAG (fixed),0.6027530909998329,3.764,3.042,0.48453611887992354,4.563,1.0,1000,40,2,10,0.5,erdos-renyi,9
Sorted DAG (truth),0.3745182773359765,1.608,1.932,0.7915445794401673,4.402,1.0,1000,40,2,10,0.5,erdos-renyi,9
Clustered DAG,0.4191918952118834,3.362,3.527,0.6467955322455325,5.059,1.0,1000,40,2,10,0.5,erdos-renyi,9
Contextual DAG,0.33217180151605513,1.953,2.253,0.7916466503468185,4.54,1.0,1000,50,2,10,0.5,erdos-renyi,9
Fixed DAG,0.9132993812960009,4.577,4.264,0.401481313131313,4.0,1.0,1000,50,2,10,0.5,erdos-renyi,9
Sorted DAG (fixed),0.5391956345730771,4.206,4.018,0.5410229927033711,5.376,1.0,1000,50,2,10,0.5,erdos-renyi,9
Sorted DAG (truth),0.3126710341930095,2.065,2.402,0.7931062719578519,5.198,1.0,1000,50,2,10,0.5,erdos-renyi,9
Clustered DAG,0.37933449594164764,1.84,2.026,0.8029450604950601,4.645,1.0,1000,50,2,10,0.5,erdos-renyi,9
Contextual DAG,0.3810867642323309,2.188,2.682,0.7403814167428716,4.619,1.0,1000,10,5,10,0.5,erdos-renyi,9
Fixed DAG,0.9202210956638883,5.379,5.645,0.3174138195138195,5.0,1.0,1000,10,5,10,0.5,erdos-renyi,9
Sorted DAG (fixed),0.5727328224209809,3.375,3.562,0.5359610736786435,4.092,1.0,1000,10,5,10,0.5,erdos-renyi,9
Sorted DAG (truth),0.32616155591483287,1.402,1.821,0.8467726979504839,5.088,1.0,1000,10,5,10,0.5,erdos-renyi,9
Clustered DAG,0.6947115508452856,4.431,4.877,0.5024966644466645,4.824,1.0,1000,10,5,10,0.5,erdos-renyi,9
Contextual DAG,0.48205505922179936,3.322,3.757,0.6412703538234994,4.8,1.0,1000,20,5,10,0.5,erdos-renyi,9
Fixed DAG,0.8678520500048016,5.172,5.344,0.37668737373737354,5.0,1.0,1000,20,5,10,0.5,erdos-renyi,9
Sorted DAG (fixed),0.6061298617621688,4.264,4.547,0.5169603628476188,4.756,1.0,1000,20,5,10,0.5,erdos-renyi,9
Sorted DAG (truth),0.4632367713579088,1.854,2.202,0.754436896110425,3.847,1.0,1000,20,5,10,0.5,erdos-renyi,9
Clustered DAG,0.6280669213230737,3.94,4.43,0.5493046786546787,4.683,1.0,1000,20,5,10,0.5,erdos-renyi,9
Contextual DAG,0.563024344627768,4.701,5.017,0.513626687548872,5.457,1.0,1000,30,5,10,0.5,erdos-renyi,9
Fixed DAG,0.8989637718268789,5.248,5.149,0.34295396825396807,5.0,1.0,1000,30,5,10,0.5,erdos-renyi,9
Sorted DAG (fixed),0.6938625540255164,6.375,6.21,0.38195616213265354,6.163,1.0,1000,30,5,10,0.5,erdos-renyi,9
Sorted DAG (truth),0.47597808294769023,2.08,2.511,0.7851045845652953,5.34,1.0,1000,30,5,10,0.5,erdos-renyi,9
Clustered DAG,0.6642797274380371,4.032,4.357,0.5173642013215543,4.387,1.0,1000,30,5,10,0.5,erdos-renyi,9
Contextual DAG,0.6438214598297167,3.705,3.77,0.5444259574384624,4.159,1.0,1000,40,5,10,0.5,erdos-renyi,9
Fixed DAG,0.8581234042307438,5.208,4.823,0.40663127428127427,5.0,1.0,1000,40,5,10,0.5,erdos-renyi,9
Sorted DAG (fixed),0.6991167464423556,3.587,3.507,0.4739390182830587,2.729,1.0,1000,40,5,10,0.5,erdos-renyi,9
Sorted DAG (truth),0.5290662842254953,2.309,2.492,0.7173959177990907,4.102,1.0,1000,40,5,10,0.5,erdos-renyi,9
Clustered DAG,0.635535287101532,4.385,4.258,0.5198749874308697,4.838,1.0,1000,40,5,10,0.5,erdos-renyi,9
Contextual DAG,0.6914426377668033,7.817,8.362,0.46652215292165433,8.375,1.0,1000,50,5,10,0.5,erdos-renyi,9
Fixed DAG,0.862813950082155,5.556,4.78,0.3768741369741369,6.0,1.0,1000,50,5,10,0.5,erdos-renyi,9
Sorted DAG (fixed),0.7090282209943678,6.834,7.084,0.34428167571979285,5.734,1.0,1000,50,5,10,0.5,erdos-renyi,9
Sorted DAG (truth),0.6305370666315894,3.048,3.381,0.5619711576349347,2.793,1.0,1000,50,5,10,0.5,erdos-renyi,9
Clustered DAG,0.6666653503411594,4.755,5.042,0.47376992451992456,4.89,1.0,1000,50,5,10,0.5,erdos-renyi,9
Contextual DAG,0.36753925431855555,1.384,1.537,0.8484050193958085,4.858,1.0,1000,10,2,10,0.5,scale-free,9
Fixed DAG,0.9210627013792542,5.486,5.653,0.32415981240981234,5.0,1.0,1000,10,2,10,0.5,scale-free,9
Sorted DAG (fixed),0.6093678269332646,3.117,2.829,0.5716405099802159,4.471,1.0,1000,10,2,10,0.5,scale-free,9
Sorted DAG (truth),0.23031464543635524,0.798,0.918,0.896408488879541,5.222,1.0,1000,10,2,10,0.5,scale-free,9
Clustered DAG,0.5491174386023568,3.357,3.515,0.6148481684981685,5.11,1.0,1000,10,2,10,0.5,scale-free,9
Contextual DAG,0.26210034889590467,1.318,1.462,0.8144850134299819,4.775,1.0,1000,20,2,10,0.5,scale-free,9
Fixed DAG,0.8814761978272772,3.476,3.462,0.5298524919524918,6.0,1.0,1000,20,2,10,0.5,scale-free,9
Sorted DAG (fixed),0.5149684708351511,3.401,3.09,0.5321535598216712,4.857,1.0,1000,20,2,10,0.5,scale-free,9
Sorted DAG (truth),0.18602389949749976,1.499,1.721,0.8414977181401325,5.768,1.0,1000,20,2,10,0.5,scale-free,9
Clustered DAG,0.6325622376338451,3.371,3.375,0.6167108558108556,4.685,1.0,1000,20,2,10,0.5,scale-free,9
Contextual DAG,0.6160424450137972,2.997,2.105,0.5561193633078307,4.524,1.0,1000,30,2,10,0.5,scale-free,9
Fixed DAG,0.8525317749211004,4.376,3.594,0.4477986180486181,5.0,1.0,1000,30,2,10,0.5,scale-free,9
Sorted DAG (fixed),0.5325053374229514,4.865,3.612,0.4705264593389101,6.49,1.0,1000,30,2,10,0.5,scale-free,9
Sorted DAG (truth),0.2719963439146249,1.913,2.313,0.8402699424328676,5.545,1.0,1000,30,2,10,0.5,scale-free,9
Clustered DAG,0.3421677947229855,2.086,2.27,0.7882203463203457,5.214,1.0,1000,30,2,10,0.5,scale-free,9
Contextual DAG,0.3833253222050229,2.285,2.446,0.7651150659069371,5.521,1.0,1000,40,2,10,0.5,scale-free,9
Fixed DAG,0.8826372889614352,5.423,5.586,0.35210746475746474,6.0,1.0,1000,40,2,10,0.5,scale-free,9
Sorted DAG (fixed),0.7273187990297973,3.172,2.735,0.4414692446442446,3.209,1.0,1000,40,2,10,0.5,scale-free,9
Sorted DAG (truth),0.31430755998982135,1.004,1.176,0.8673875673002605,5.399,1.0,1000,40,2,10,0.5,scale-free,9
Clustered DAG,0.5301729657468985,2.345,2.684,0.6924732419541241,4.814,1.0,1000,40,2,10,0.5,scale-free,9
Contextual DAG,0.3998320767863846,4.54,4.02,0.532566022864663,5.501,1.0,1000,50,2,10,0.5,scale-free,9
Fixed DAG,0.8916684102689161,4.442,3.103,0.4237957986457986,5.0,1.0,1000,50,2,10,0.5,scale-free,9
Sorted DAG (fixed),0.6427213660144298,4.15,2.831,0.4277755720192906,4.526,1.0,1000,50,2,10,0.5,scale-free,9
Sorted DAG (truth),0.3623560254004448,1.637,1.701,0.7647315864610549,3.959,1.0,1000,50,2,10,0.5,scale-free,9
Clustered DAG,0.40519039372440685,2.317,2.318,0.7427919968919965,5.005,1.0,1000,50,2,10,0.5,scale-free,9
Contextual DAG,0.39318736120759945,2.702,3.293,0.6725695013878449,4.798,1.0,1000,10,5,10,0.5,scale-free,9
Fixed DAG,0.944577523590766,6.133,6.465,0.29915241980241986,6.0,1.0,1000,10,5,10,0.5,scale-free,9
Sorted DAG (fixed),0.7335414338291687,5.127,5.263,0.3621016591894368,4.83,1.0,1000,10,5,10,0.5,scale-free,9
Sorted DAG (truth),0.39267751832310005,2.3,2.772,0.7246809987054565,4.959,1.0,1000,10,5,10,0.5,scale-free,9
Clustered DAG,0.7928747667972814,4.818,5.368,0.42382747252747255,4.745,1.0,1000,10,5,10,0.5,scale-free,9
Contextual DAG,0.5545460062946348,2.766,3.309,0.6409224869831612,4.054,1.0,1000,20,5,10,0.5,scale-free,9
Fixed DAG,0.9598733261026617,5.524,5.764,0.2589441336441336,4.0,1.0,1000,20,5,10,0.5,scale-free,9
Sorted DAG (fixed),0.7629552442237784,6.762,6.527,0.30806621843689797,6.521,1.0,1000,20,5,10,0.5,scale-free,9
Sorted DAG (truth),0.5212970448708265,2.106,2.55,0.7170284877403295,3.942,1.0,1000,20,5,10,0.5,scale-free,9
Clustered DAG,0.6937989077964274,4.592,5.045,0.4793699981391157,4.893,1.0,1000,20,5,10,0.5,scale-free,9
Contextual DAG,0.5433037606271313,3.669,4.087,0.5862002000066577,4.561,1.0,1000,30,5,10,0.5,scale-free,9
Fixed DAG,0.916290274331727,5.353,5.487,0.33950502830502827,5.0,1.0,1000,30,5,10,0.5,scale-free,9
Sorted DAG (fixed),0.6788888493150684,5.293,5.477,0.44269264569207134,5.674,1.0,1000,30,5,10,0.5,scale-free,9
Sorted DAG (truth),0.5096754314924626,2.153,2.527,0.7034012094458687,3.737,1.0,1000,30,5,10,0.5,scale-free,9
Clustered DAG,0.6731518550427679,3.99,4.527,0.5514435730935732,4.864,1.0,1000,30,5,10,0.5,scale-free,9
Contextual DAG,0.7536301457427571,4.284,4.42,0.5218831684827325,5.378,1.0,1000,40,5,10,0.5,scale-free,9
Fixed DAG,0.9211166095307639,4.836,4.911,0.367192685092685,4.0,1.0,1000,40,5,10,0.5,scale-free,9
Sorted DAG (fixed),0.8349665922917167,5.378,5.074,0.3694481317600304,5.318,1.0,1000,40,5,10,0.5,scale-free,9
Sorted DAG (truth),0.5647843562323417,2.158,2.508,0.7856736675081266,5.737,1.0,1000,40,5,10,0.5,scale-free,9
Clustered DAG,0.7528399056355161,4.227,4.519,0.5411105450105449,4.8,1.0,1000,40,5,10,0.5,scale-free,9
Contextual DAG,0.6495094037694251,4.944,5.365,0.5416634104856701,6.12,1.0,1000,50,5,10,0.5,scale-free,9
Fixed DAG,0.9097743522451084,5.231,5.342,0.41597279387279396,6.0,1.0,1000,50,5,10,0.5,scale-free,9
Sorted DAG (fixed),0.7739780234507714,6.739,6.992,0.3523932111324639,6.516,1.0,1000,50,5,10,0.5,scale-free,9
Sorted DAG (truth),0.6728619019336679,2.909,3.271,0.5729889308060359,3.077,1.0,1000,50,5,10,0.5,scale-free,9
Clustered DAG,0.7339156155729896,4.573,4.91,0.516486777111777,5.141,1.0,1000,50,5,10,0.5,scale-free,9
Contextual DAG,0.283623220186758,1.067,1.333,0.8798113751058018,5.201,1.0,1000,10,2,10,0.5,erdos-renyi,10
Fixed DAG,0.9390357046732861,5.904,6.499,0.3296088356088355,5.0,1.0,1000,10,2,10,0.5,erdos-renyi,10
Sorted DAG (fixed),0.549126954196996,2.985,2.835,0.5768305188275777,5.198,1.0,1000,10,2,10,0.5,erdos-renyi,10
Sorted DAG (truth),0.20542315509224873,0.59,0.819,0.9395718252593636,5.334,1.0,1000,10,2,10,0.5,erdos-renyi,10
Clustered DAG,0.5638083215916229,3.807,4.301,0.5737977973007385,4.999,1.0,1000,10,2,10,0.5,erdos-renyi,10
Contextual DAG,0.329244115739192,2.131,2.104,0.7114838375676608,4.183,1.0,1000,20,2,10,0.5,erdos-renyi,10
Fixed DAG,0.8065503197001854,4.401,4.214,0.4469269341769342,5.0,1.0,1000,20,2,10,0.5,erdos-renyi,10
Sorted DAG (fixed),0.5319780839246054,3.414,2.568,0.5022904316271966,4.441,1.0,1000,20,2,10,0.5,erdos-renyi,10
Sorted DAG (truth),0.43690011191651656,1.947,2.103,0.7233584249084247,3.034,1.0,1000,20,2,10,0.5,erdos-renyi,10
Clustered DAG,0.36368133255886437,2.548,2.471,0.6790766566766564,4.685,1.0,1000,20,2,10,0.5,erdos-renyi,10
Contextual DAG,0.44575773340595554,2.631,2.564,0.6676401202591097,4.579,1.0,1000,30,2,10,0.5,erdos-renyi,10
Fixed DAG,0.8466035280568298,4.108,3.912,0.5552924741924741,7.0,1.0,1000,30,2,10,0.5,erdos-renyi,10
Sorted DAG (fixed),0.559435574541848,3.347,3.044,0.5936970384944769,4.83,1.0,1000,30,2,10,0.5,erdos-renyi,10
Sorted DAG (truth),0.32971045752166667,1.595,1.803,0.8189281279453257,4.941,1.0,1000,30,2,10,0.5,erdos-renyi,10
Clustered DAG,0.42001060195672474,2.089,2.22,0.7746191197691195,5.207,1.0,1000,30,2,10,0.5,erdos-renyi,10
Contextual DAG,0.4165659174559871,3.763,3.432,0.5021196813992204,3.953,1.0,1000,40,2,10,0.5,erdos-renyi,10
Fixed DAG,0.692155461034877,3.695,3.02,0.5488743867243867,5.0,1.0,1000,40,2,10,0.5,erdos-renyi,10
Sorted DAG (fixed),0.44382264457677517,4.135,3.657,0.5356705967580009,4.892,1.0,1000,40,2,10,0.5,erdos-renyi,10
Sorted DAG (truth),0.31143289005099967,1.872,2.035,0.771424175764036,4.262,1.0,1000,40,2,10,0.5,erdos-renyi,10
Clustered DAG,0.3430208536268801,2.386,2.276,0.7247684648684647,5.053,1.0,1000,40,2,10,0.5,erdos-renyi,10
Contextual DAG,0.27608553416751297,2.646,2.732,0.747179134149409,5.758,1.0,1000,50,2,10,0.5,erdos-renyi,10
Fixed DAG,0.9137707671877185,4.768,4.159,0.3992132978132978,5.0,1.0,1000,50,2,10,0.5,erdos-renyi,10
Sorted DAG (fixed),0.6109499018516595,3.591,2.806,0.5333930520702997,4.477,1.0,1000,50,2,10,0.5,erdos-renyi,10
Sorted DAG (truth),0.19649568323638936,2.164,2.326,0.8151967843435798,6.421,1.0,1000,50,2,10,0.5,erdos-renyi,10
Clustered DAG,0.40137640900517246,3.197,3.397,0.6141700381318027,5.372,1.0,1000,50,2,10,0.5,erdos-renyi,10
Contextual DAG,0.4007470942218374,1.989,2.414,0.7310808294990181,4.518,1.0,1000,10,5,10,0.5,erdos-renyi,10
Fixed DAG,0.9469826755561829,5.516,5.752,0.2515811743811744,4.0,1.0,1000,10,5,10,0.5,erdos-renyi,10
Sorted DAG (fixed),0.6275722193821633,4.057,4.222,0.46617990690267247,4.464,1.0,1000,10,5,10,0.5,erdos-renyi,10
Sorted DAG (truth),0.33014768576737175,1.2,1.485,0.8437683056967109,4.922,1.0,1000,10,5,10,0.5,erdos-renyi,10
Clustered DAG,0.8033486845679186,4.949,5.541,0.44607766106442576,4.936,1.0,1000,10,5,10,0.5,erdos-renyi,10
Contextual DAG,0.46453484138353907,3.148,3.702,0.7090414102917153,5.891,1.0,1000,20,5,10,0.5,erdos-renyi,10
Fixed DAG,0.8635747550604631,4.776,5.49,0.49926701076701074,6.0,1.0,1000,20,5,10,0.5,erdos-renyi,10
Sorted DAG (fixed),0.6442289090317418,3.373,3.496,0.5749212209187441,3.944,1.0,1000,20,5,10,0.5,erdos-renyi,10
Sorted DAG (truth),0.49802119911736614,1.792,2.167,0.7862692418005108,4.458,1.0,1000,20,5,10,0.5,erdos-renyi,10
Clustered DAG,0.6084431057443634,3.527,3.946,0.6016213036963037,5.146,1.0,1000,20,5,10,0.5,erdos-renyi,10
Contextual DAG,0.5565953471852804,3.835,4.262,0.5440610524357531,4.018,1.0,1000,30,5,10,0.5,erdos-renyi,10
Fixed DAG,0.8988309682377976,4.604,3.989,0.3389224386724385,3.0,1.0,1000,30,5,10,0.5,erdos-renyi,10
Sorted DAG (fixed),0.6900531600855816,5.326,5.022,0.3704896649591372,4.692,1.0,1000,30,5,10,0.5,erdos-renyi,10
Sorted DAG (truth),0.4323154387832857,2.665,3.326,0.7723113158646076,5.928,1.0,1000,30,5,10,0.5,erdos-renyi,10
Clustered DAG,0.6531947738910835,3.869,4.141,0.574197385947386,5.002,1.0,1000,30,5,10,0.5,erdos-renyi,10
Contextual DAG,0.588958982511537,4.256,4.71,0.5334197998006818,4.743,1.0,1000,40,5,10,0.5,erdos-renyi,10
Fixed DAG,0.8438229934079137,4.627,4.874,0.44907502497502494,5.0,1.0,1000,40,5,10,0.5,erdos-renyi,10
Sorted DAG (fixed),0.6570304344610722,4.055,4.365,0.4574169357994273,3.411,1.0,1000,40,5,10,0.5,erdos-renyi,10
Sorted DAG (truth),0.49303346050080404,2.707,3.051,0.7045150449884209,5.352,1.0,1000,40,5,10,0.5,erdos-renyi,10
Clustered DAG,0.6613985179136946,4.394,4.634,0.5101407203907206,4.978,1.0,1000,40,5,10,0.5,erdos-renyi,10
Contextual DAG,0.7756335621174539,3.584,3.858,0.4783682077587988,3.121,1.0,1000,50,5,10,0.5,erdos-renyi,10
Fixed DAG,0.8978521002725705,4.903,4.856,0.4434263458763459,5.0,1.0,1000,50,5,10,0.5,erdos-renyi,10
Sorted DAG (fixed),0.7386548259577284,8.08,8.243,0.3987437607008751,8.604,1.0,1000,50,5,10,0.5,erdos-renyi,10
Sorted DAG (truth),0.5445108749326661,2.222,2.55,0.8171394637277808,6.097,1.0,1000,50,5,10,0.5,erdos-renyi,10
Clustered DAG,0.6848283118433014,4.525,4.832,0.5255774142524142,5.001,1.0,1000,50,5,10,0.5,erdos-renyi,10
Contextual DAG,0.1999452548607748,0.764,0.78,0.8815277222777219,4.771,1.0,1000,10,2,10,0.5,scale-free,10
Fixed DAG,0.905171932357722,4.198,4.474,0.41555000000000014,5.0,1.0,1000,10,2,10,0.5,scale-free,10
Sorted DAG (fixed),0.5830951275751584,3.928,3.836,0.43671312772195137,5.185,1.0,1000,10,2,10,0.5,scale-free,10
Sorted DAG (truth),0.1952663032354099,0.662,0.737,0.9156583971583967,4.827,1.0,1000,10,2,10,0.5,scale-free,10
Clustered DAG,0.45967687570588606,2.558,2.792,0.7131917804417801,5.126,1.0,1000,10,2,10,0.5,scale-free,10
Contextual DAG,0.2926329095115385,1.048,1.244,0.8475175770308117,4.326,1.0,1000,20,2,10,0.5,scale-free,10
Fixed DAG,0.9392792151660749,4.774,4.699,0.3367603896103895,4.0,1.0,1000,20,2,10,0.5,scale-free,10
Sorted DAG (fixed),0.6734945701418203,4.288,3.227,0.4160655902748782,4.821,1.0,1000,20,2,10,0.5,scale-free,10
Sorted DAG (truth),0.18515586270928167,0.652,0.75,0.9185889492860078,5.278,1.0,1000,20,2,10,0.5,scale-free,10
Clustered DAG,0.37099482987180327,2.937,3.073,0.679625468975469,5.11,1.0,1000,20,2,10,0.5,scale-free,10
Contextual DAG,0.3789721231882658,1.232,1.387,0.850204186362313,4.244,1.0,1000,30,2,10,0.5,scale-free,10
Fixed DAG,0.961235075397406,6.302,6.364,0.25438388833388836,5.0,1.0,1000,30,2,10,0.5,scale-free,10
Sorted DAG (fixed),0.5757670628113495,3.914,3.312,0.46530838805364727,5.18,1.0,1000,30,2,10,0.5,scale-free,10
Sorted DAG (truth),0.3407755252862279,0.709,0.783,0.9155595990438866,4.693,1.0,1000,30,2,10,0.5,scale-free,10
Clustered DAG,0.5288588970552232,2.82,3.067,0.6369064954653189,5.182,1.0,1000,30,2,10,0.5,scale-free,10
Contextual DAG,0.26830552441832406,1.853,2.089,0.826880443269291,5.783,1.0,1000,40,2,10,0.5,scale-free,10
Fixed DAG,0.9731864173167057,5.788,6.185,0.2116332500832501,3.0,1.0,1000,40,2,10,0.5,scale-free,10
Sorted DAG (fixed),0.6792550938500757,2.73,2.97,0.5115112989951226,3.414,1.0,1000,40,2,10,0.5,scale-free,10
Sorted DAG (truth),0.3450053108328927,0.936,1.198,0.8443665638283281,4.612,1.0,1000,40,2,10,0.5,scale-free,10
Clustered DAG,0.6536305534820231,3.708,4.068,0.570346618903972,4.649,1.0,1000,40,2,10,0.5,scale-free,10
Contextual DAG,0.46585093513117515,3.238,3.416,0.5530112021475094,3.985,1.0,1000,50,2,10,0.5,scale-free,10
Fixed DAG,0.8893054148997722,4.026,4.681,0.40020317460317456,4.0,1.0,1000,50,2,10,0.5,scale-free,10
Sorted DAG (fixed),0.574330274977187,5.974,6.259,0.404204787413537,6.357,1.0,1000,50,2,10,0.5,scale-free,10
Sorted DAG (truth),0.3043707994916663,2.035,2.294,0.7643914430492208,4.967,1.0,1000,50,2,10,0.5,scale-free,10
Clustered DAG,0.44363324636726315,3.429,3.559,0.5871013875013875,4.72,1.0,1000,50,2,10,0.5,scale-free,10
Contextual DAG,0.33996915000778727,2.111,2.601,0.7640486633851181,5.015,1.0,1000,10,5,10,0.5,scale-free,10
Fixed DAG,0.954219309275901,5.603,5.777,0.27479072594072584,4.0,1.0,1000,10,5,10,0.5,scale-free,10
Sorted DAG (fixed),0.6441780962924742,4.144,4.716,0.4792091945893804,4.287,1.0,1000,10,5,10,0.5,scale-free,10
Sorted DAG (truth),0.2917708851501622,1.741,2.133,0.8219391609852134,5.622,1.0,1000,10,5,10,0.5,scale-free,10
Clustered DAG,0.7207629351414873,4.437,4.815,0.45265948234771763,4.356,1.0,1000,10,5,10,0.5,scale-free,10
Contextual DAG,0.4184756846796263,3.073,3.551,0.6941730727080953,5.727,1.0,1000,20,5,10,0.5,scale-free,10
Fixed DAG,0.9050413719781132,5.153,5.515,0.41753592518592514,6.0,1.0,1000,20,5,10,0.5,scale-free,10
Sorted DAG (fixed),0.6563551462198475,4.488,4.949,0.4581430855770258,5.127,1.0,1000,20,5,10,0.5,scale-free,10
Sorted DAG (truth),0.4894344053759033,1.585,1.837,0.7467976411703188,3.896,1.0,1000,20,5,10,0.5,scale-free,10
Clustered DAG,0.735782340473865,4.977,5.404,0.46594822122322127,5.187,1.0,1000,20,5,10,0.5,scale-free,10
Contextual DAG,0.5368476782795667,3.656,4.115,0.5879001832227027,4.725,1.0,1000,30,5,10,0.5,scale-free,10
Fixed DAG,0.9147683524944392,5.544,5.62,0.3414320734820735,5.0,1.0,1000,30,5,10,0.5,scale-free,10
Sorted DAG (fixed),0.6566149208359939,4.379,4.569,0.4550914574216708,3.919,1.0,1000,30,5,10,0.5,scale-free,10
Sorted DAG (truth),0.4662539587482923,2.239,2.553,0.7579368525668184,5.282,1.0,1000,30,5,10,0.5,scale-free,10
Clustered DAG,0.6880474862137427,4.594,5.035,0.47363408258408246,4.497,1.0,1000,30,5,10,0.5,scale-free,10
Contextual DAG,0.6919317585285022,3.902,4.608,0.6348305909116713,6.378,1.0,1000,40,5,10,0.5,scale-free,10
Fixed DAG,0.9047205330552641,6.062,6.334,0.4138377788877789,7.0,1.0,1000,40,5,10,0.5,scale-free,10
