estimator,est_error,shd,cpshd,f1score,sparsity,dag_rate,n,p,m,ne,s,graph_type,id
Contextual DAG,0.36187840287993617,2.459,2.744,0.7117584225582616,4.865,1.0,1000,40,2,10,0.5,scale-free,6
Fixed DAG,0.8745610832749352,4.621,4.977,0.4290770729270729,5.0,1.0,1000,40,2,10,0.5,scale-free,6
Sorted DAG (fixed),0.6384865698804939,3.517,2.842,0.49499807023901454,4.289,1.0,1000,40,2,10,0.5,scale-free,6
Sorted DAG (truth),0.24534167567661963,2.2,2.557,0.816726936071363,6.313,1.0,1000,40,2,10,0.5,scale-free,6
Clustered DAG,0.41804895920263563,2.373,2.511,0.7189796980796977,4.386,1.0,1000,40,2,10,0.5,scale-free,6
Contextual DAG,0.3258744372340901,1.272,1.424,0.8095050862879807,4.575,1.0,1000,50,2,10,0.5,scale-free,6
Fixed DAG,0.9062150655379309,4.64,5.1,0.46151129426129434,7.0,1.0,1000,50,2,10,0.5,scale-free,6
Sorted DAG (fixed),0.5516374770591002,2.894,2.67,0.6170298647602827,4.117,1.0,1000,50,2,10,0.5,scale-free,6
Sorted DAG (truth),0.4024651261481572,0.887,0.993,0.8437049783549779,4.236,1.0,1000,50,2,10,0.5,scale-free,6
Clustered DAG,0.5818113107443876,3.401,3.653,0.5960415195915195,4.934,1.0,1000,50,2,10,0.5,scale-free,6
Contextual DAG,0.3320313088963307,2.218,2.725,0.7493978244568427,5.518,1.0,1000,10,5,10,0.5,scale-free,6
Fixed DAG,0.9113102272290157,5.446,6.185,0.39302033522033525,5.0,1.0,1000,10,5,10,0.5,scale-free,6
Sorted DAG (fixed),0.4995062614754046,3.699,4.228,0.5661322924002457,5.121,1.0,1000,10,5,10,0.5,scale-free,6
Sorted DAG (truth),0.34366354054370274,1.658,2.204,0.7955820936332475,5.037,1.0,1000,10,5,10,0.5,scale-free,6
Clustered DAG,0.6454592729393829,4.339,5.139,0.5342220093631859,5.213,1.0,1000,10,5,10,0.5,scale-free,6
Contextual DAG,0.47058832553137503,3.965,4.459,0.6216957261882614,5.682,1.0,1000,20,5,10,0.5,scale-free,6
Fixed DAG,0.920507458831168,4.997,5.006,0.35011800976800966,4.0,1.0,1000,20,5,10,0.5,scale-free,6
Sorted DAG (fixed),0.6458287721764282,4.677,4.856,0.4783786904108384,5.337,1.0,1000,20,5,10,0.5,scale-free,6
Sorted DAG (truth),0.5100094828826894,2.91,3.377,0.6786191201918136,4.887,1.0,1000,20,5,10,0.5,scale-free,6
Clustered DAG,0.6618029560667917,4.106,4.432,0.549254859029859,4.858,1.0,1000,20,5,10,0.5,scale-free,6
Contextual DAG,0.5962824886930349,4.273,4.564,0.5434812335588873,5.016,1.0,1000,30,5,10,0.5,scale-free,6
Fixed DAG,0.9585174112427485,5.058,4.95,0.2815450216450216,3.0,1.0,1000,30,5,10,0.5,scale-free,6
Sorted DAG (fixed),0.8207230537150322,4.508,4.834,0.36475618433510065,3.354,1.0,1000,30,5,10,0.5,scale-free,6
Sorted DAG (truth),0.5318483572379968,2.353,2.68,0.7192737823305004,4.68,1.0,1000,30,5,10,0.5,scale-free,6
Clustered DAG,0.7627994884059645,4.127,4.454,0.5084366385248739,4.198,1.0,1000,30,5,10,0.5,scale-free,6
Contextual DAG,0.6868081047330047,4.03,4.341,0.5883361549560056,5.513,1.0,1000,40,5,10,0.5,scale-free,6
Fixed DAG,0.885779736972208,5.104,5.534,0.44720728715728714,6.0,1.0,1000,40,5,10,0.5,scale-free,6
Sorted DAG (fixed),0.840334919837845,5.193,5.06,0.4088102890798391,5.405,1.0,1000,40,5,10,0.5,scale-free,6
Sorted DAG (truth),0.5503893776532837,3.602,3.973,0.6590825054598779,5.626,1.0,1000,40,5,10,0.5,scale-free,6
Clustered DAG,0.6705976722754441,4.978,5.302,0.4608696414696415,5.273,1.0,1000,40,5,10,0.5,scale-free,6
Contextual DAG,0.7016285977019536,3.707,4.075,0.503156835412546,3.418,1.0,1000,50,5,10,0.5,scale-free,6
Fixed DAG,0.8938762655900288,5.348,4.361,0.39089121434121427,6.0,1.0,1000,50,5,10,0.5,scale-free,6
Sorted DAG (fixed),0.7327058769676774,5.478,5.363,0.4040697534549226,5.379,1.0,1000,50,5,10,0.5,scale-free,6
Sorted DAG (truth),0.6074403356263904,2.322,2.493,0.6272207895046131,2.907,1.0,1000,50,5,10,0.5,scale-free,6
Clustered DAG,0.683720814618368,4.248,4.392,0.5383969094630858,4.908,1.0,1000,50,5,10,0.5,scale-free,6
Contextual DAG,0.2513750576363939,1.061,1.473,0.8756898240648233,4.758,1.0,1000,10,2,10,0.5,erdos-renyi,7
Fixed DAG,0.9077891159694171,4.757,5.249,0.39168142413142404,5.0,1.0,1000,10,2,10,0.5,erdos-renyi,7
Sorted DAG (fixed),0.6055640761685057,3.694,3.618,0.4506697193501372,4.799,1.0,1000,10,2,10,0.5,erdos-renyi,7
Sorted DAG (truth),0.303418657634818,1.008,1.352,0.883259571405546,4.675,1.0,1000,10,2,10,0.5,erdos-renyi,7
Clustered DAG,0.48668542248405017,2.833,3.085,0.6528991896991896,5.016,1.0,1000,10,2,10,0.5,erdos-renyi,7
Contextual DAG,0.27854127985239835,1.378,1.474,0.8222337548330577,4.743,1.0,1000,20,2,10,0.5,erdos-renyi,7
Fixed DAG,0.8805242501907903,4.871,5.237,0.3721725774225773,5.0,1.0,1000,20,2,10,0.5,erdos-renyi,7
Sorted DAG (fixed),0.5515858210700363,3.941,3.819,0.4868951368033411,5.568,1.0,1000,20,2,10,0.5,erdos-renyi,7
Sorted DAG (truth),0.16950822642206523,1.922,2.364,0.8477965843138177,6.585,1.0,1000,20,2,10,0.5,erdos-renyi,7
Clustered DAG,0.4137044971591897,2.301,2.354,0.715853413253413,4.83,1.0,1000,20,2,10,0.5,erdos-renyi,7
Contextual DAG,0.32017886305407933,2.727,2.653,0.7156970748142151,5.568,1.0,1000,30,2,10,0.5,erdos-renyi,7
Fixed DAG,0.8961221916453823,4.783,3.717,0.4211198634698636,6.0,1.0,1000,30,2,10,0.5,erdos-renyi,7
Sorted DAG (fixed),0.6534050110044702,3.864,2.965,0.504026008442757,4.975,1.0,1000,30,2,10,0.5,erdos-renyi,7
Sorted DAG (truth),0.33068516467496245,1.518,1.728,0.8421420548148097,4.806,1.0,1000,30,2,10,0.5,erdos-renyi,7
Clustered DAG,0.3749195765058519,2.128,2.179,0.7607095016095013,4.942,1.0,1000,30,2,10,0.5,erdos-renyi,7
Contextual DAG,0.478333092503489,2.339,1.753,0.6079902376519248,3.951,1.0,1000,40,2,10,0.5,erdos-renyi,7
Fixed DAG,0.895230830516596,4.778,4.514,0.4240979797979799,6.0,1.0,1000,40,2,10,0.5,erdos-renyi,7
Sorted DAG (fixed),0.6604119474609763,3.397,2.523,0.4223837920249686,4.125,1.0,1000,40,2,10,0.5,erdos-renyi,7
Sorted DAG (truth),0.28460599902245287,1.868,2.106,0.8080078406772975,5.774,1.0,1000,40,2,10,0.5,erdos-renyi,7
Clustered DAG,0.46544625243006504,2.265,2.284,0.7347073759573757,4.838,1.0,1000,40,2,10,0.5,erdos-renyi,7
Contextual DAG,0.37323100581891533,1.823,1.743,0.7329796313163958,3.437,1.0,1000,50,2,10,0.5,erdos-renyi,7
Fixed DAG,0.9223301962959587,4.401,3.871,0.41522821067821064,4.0,1.0,1000,50,2,10,0.5,erdos-renyi,7
Sorted DAG (fixed),0.5102870928727331,3.412,2.99,0.6122634885193008,4.843,1.0,1000,50,2,10,0.5,erdos-renyi,7
Sorted DAG (truth),0.2687569332875931,1.692,1.83,0.8219265683438213,5.003,1.0,1000,50,2,10,0.5,erdos-renyi,7
Clustered DAG,0.3878407205136188,2.386,2.423,0.7503408147408145,4.897,1.0,1000,50,2,10,0.5,erdos-renyi,7
Contextual DAG,0.35362622750822587,2.194,2.63,0.7231471530275708,4.902,1.0,1000,10,5,10,0.5,erdos-renyi,7
Fixed DAG,0.9372901154199759,5.66,6.389,0.33252958707958696,5.0,1.0,1000,10,5,10,0.5,erdos-renyi,7
Sorted DAG (fixed),0.5670820346050135,3.296,3.807,0.5711292777308391,4.481,1.0,1000,10,5,10,0.5,erdos-renyi,7
Sorted DAG (truth),0.3398886181681119,1.432,1.735,0.812433356263619,5.101,1.0,1000,10,5,10,0.5,erdos-renyi,7
Clustered DAG,0.684826822305101,4.756,5.199,0.4782204468733881,5.108,1.0,1000,10,5,10,0.5,erdos-renyi,7
Contextual DAG,0.467938556627591,3.016,3.471,0.6644985420172772,5.14,1.0,1000,20,5,10,0.5,erdos-renyi,7
Fixed DAG,0.9259227110387918,5.793,5.854,0.35452160617160616,6.0,1.0,1000,20,5,10,0.5,erdos-renyi,7
Sorted DAG (fixed),0.6489856015761161,4.829,4.787,0.446352602141456,5.471,1.0,1000,20,5,10,0.5,erdos-renyi,7
Sorted DAG (truth),0.5027741116126722,2.257,2.685,0.7024069736764781,4.023,1.0,1000,20,5,10,0.5,erdos-renyi,7
Clustered DAG,0.6670814936690939,3.87,4.29,0.575214504939505,5.136,1.0,1000,20,5,10,0.5,erdos-renyi,7
Contextual DAG,0.6929099110056218,3.993,4.087,0.4847678500966013,3.741,1.0,1000,30,5,10,0.5,erdos-renyi,7
Fixed DAG,0.8980749718277546,4.76,4.132,0.43827225552225535,5.0,1.0,1000,30,5,10,0.5,erdos-renyi,7
Sorted DAG (fixed),0.6945456480573071,6.029,5.491,0.39001057138837986,6.144,1.0,1000,30,5,10,0.5,erdos-renyi,7
Sorted DAG (truth),0.475500736987332,2.609,2.967,0.70091407593954,4.442,1.0,1000,30,5,10,0.5,erdos-renyi,7
Clustered DAG,0.6267090006672831,4.167,4.321,0.5561132395382394,4.985,1.0,1000,30,5,10,0.5,erdos-renyi,7
Contextual DAG,0.7230804129835392,4.603,5.076,0.49395845998538723,4.859,1.0,1000,40,5,10,0.5,erdos-renyi,7
Fixed DAG,0.9305105202244845,5.296,4.975,0.39863153513153493,5.0,1.0,1000,40,5,10,0.5,erdos-renyi,7
Sorted DAG (fixed),0.7705647070483284,4.673,4.901,0.43100233050772224,3.855,1.0,1000,40,5,10,0.5,erdos-renyi,7
Sorted DAG (truth),0.6584853627655424,2.984,3.281,0.5615263388572211,2.767,1.0,1000,40,5,10,0.5,erdos-renyi,7
Clustered DAG,0.6795593056223299,3.727,4.15,0.592705178155178,4.602,1.0,1000,40,5,10,0.5,erdos-renyi,7
Contextual DAG,0.7833853081595081,3.246,3.479,0.5586983727968686,3.386,1.0,1000,50,5,10,0.5,erdos-renyi,7
Fixed DAG,0.9435844556521623,5.123,5.393,0.2987663059163058,3.0,1.0,1000,50,5,10,0.5,erdos-renyi,7
Sorted DAG (fixed),0.8576154841690207,8.302,7.585,0.3334341555308931,9.466,1.0,1000,50,5,10,0.5,erdos-renyi,7
Sorted DAG (truth),0.6388750751709461,1.869,2.178,0.7859092590180787,4.822,1.0,1000,50,5,10,0.5,erdos-renyi,7
Clustered DAG,0.6804694399509832,4.212,4.574,0.5722311577311578,5.407,1.0,1000,50,5,10,0.5,erdos-renyi,7
Contextual DAG,0.226867903006588,1.22,1.39,0.8583805346614166,5.189,1.0,1000,10,2,10,0.5,scale-free,7
Fixed DAG,0.8449069751539989,4.495,4.63,0.39892344322344325,5.0,1.0,1000,10,2,10,0.5,scale-free,7
Sorted DAG (fixed),0.5010291492111952,3.131,2.954,0.5335076430105842,5.457,1.0,1000,10,2,10,0.5,scale-free,7
Sorted DAG (truth),0.26529559922568324,1.089,1.264,0.8652502141649195,4.861,1.0,1000,10,2,10,0.5,scale-free,7
Clustered DAG,0.4330548168419285,2.288,2.618,0.7320047508047507,5.256,1.0,1000,10,2,10,0.5,scale-free,7
Contextual DAG,0.33609631322141337,1.194,1.314,0.8642687451437446,5.041,1.0,1000,20,2,10,0.5,scale-free,7
Fixed DAG,0.8920582652460127,4.93,5.07,0.367023298923299,5.0,1.0,1000,20,2,10,0.5,scale-free,7
Sorted DAG (fixed),0.5516599507158447,2.811,2.706,0.5521222677649149,4.767,1.0,1000,20,2,10,0.5,scale-free,7
Sorted DAG (truth),0.5278794296759755,1.229,1.457,0.8237966672216668,3.776,1.0,1000,20,2,10,0.5,scale-free,7
Clustered DAG,0.5042362627937262,2.543,3.022,0.7181136696636693,4.868,1.0,1000,20,2,10,0.5,scale-free,7
Contextual DAG,0.3026181458239296,1.816,1.989,0.8208054287183925,5.417,1.0,1000,30,2,10,0.5,scale-free,7
Fixed DAG,0.9669909259595171,5.285,5.478,0.24167030192030203,3.0,1.0,1000,30,2,10,0.5,scale-free,7
Sorted DAG (fixed),0.5625817570122271,2.755,2.692,0.5973626135245826,4.62,1.0,1000,30,2,10,0.5,scale-free,7
Sorted DAG (truth),0.3670653012578465,1.169,1.43,0.8468443768854346,4.653,1.0,1000,30,2,10,0.5,scale-free,7
Clustered DAG,0.5336608754992023,3.262,3.588,0.6283234094938429,5.04,1.0,1000,30,2,10,0.5,scale-free,7
Contextual DAG,0.3107484785982317,1.471,1.718,0.808418763324738,4.774,1.0,1000,40,2,10,0.5,scale-free,7
Fixed DAG,0.910772514942888,5.175,5.174,0.3782738317238317,6.0,1.0,1000,40,2,10,0.5,scale-free,7
Sorted DAG (fixed),0.5856053874539886,2.694,2.592,0.5314062142106261,3.314,1.0,1000,40,2,10,0.5,scale-free,7
Sorted DAG (truth),0.23603744320800413,3.259,3.636,0.7494999636948155,7.814,1.0,1000,40,2,10,0.5,scale-free,7
Clustered DAG,0.5854217782363851,4.175,4.267,0.5056075377237143,4.581,1.0,1000,40,2,10,0.5,scale-free,7
Contextual DAG,0.2522126800161258,3.323,3.754,0.7386852372334283,6.209,1.0,1000,50,2,10,0.5,scale-free,7
Fixed DAG,0.9142078657751531,4.293,4.365,0.4053165945165946,5.0,1.0,1000,50,2,10,0.5,scale-free,7
Sorted DAG (fixed),0.6352626309181896,4.403,4.045,0.38883916788405953,4.036,1.0,1000,50,2,10,0.5,scale-free,7
Sorted DAG (truth),0.3412446000096847,2.284,2.703,0.7549520978845412,4.944,1.0,1000,50,2,10,0.5,scale-free,7
Clustered DAG,0.44989911087012185,3.455,3.604,0.6154199023199024,4.898,1.0,1000,50,2,10,0.5,scale-free,7
Contextual DAG,0.42519288216681317,2.161,2.57,0.7370675810171937,4.574,1.0,1000,10,5,10,0.5,scale-free,7
Fixed DAG,0.9647857129071106,6.562,6.973,0.18533162948162946,4.0,1.0,1000,10,5,10,0.5,scale-free,7
Sorted DAG (fixed),0.5610643452558108,4.14,4.94,0.5152775689148351,5.204,1.0,1000,10,5,10,0.5,scale-free,7
Sorted DAG (truth),0.29201323736033236,1.276,1.529,0.8473043830094908,5.128,1.0,1000,10,5,10,0.5,scale-free,7
Clustered DAG,0.7964726388111143,5.236,5.751,0.4287081665066958,5.026,1.0,1000,10,5,10,0.5,scale-free,7
Contextual DAG,0.4403792909153872,3.079,3.446,0.6900279273154427,5.444,1.0,1000,20,5,10,0.5,scale-free,7
Fixed DAG,0.9176236773853843,4.73,4.995,0.4384182428682427,5.0,1.0,1000,20,5,10,0.5,scale-free,7
Sorted DAG (fixed),0.6093085426018366,3.53,3.496,0.5561006131725171,4.128,1.0,1000,20,5,10,0.5,scale-free,7
Sorted DAG (truth),0.43726893010724294,1.488,1.705,0.8273657554605692,4.373,1.0,1000,20,5,10,0.5,scale-free,7
Clustered DAG,0.6341419481761034,4.407,4.548,0.5080737373737375,5.058,1.0,1000,20,5,10,0.5,scale-free,7
Contextual DAG,0.6008364997172405,5.787,5.982,0.4310421668478653,5.938,1.0,1000,30,5,10,0.5,scale-free,7
Fixed DAG,0.8866391789132991,5.036,5.425,0.3761598124098123,5.0,1.0,1000,30,5,10,0.5,scale-free,7
Sorted DAG (fixed),0.7169986454531136,4.134,4.273,0.376772750598215,2.485,1.0,1000,30,5,10,0.5,scale-free,7
Sorted DAG (truth),0.43626138532084013,4.763,5.413,0.604063814067192,7.069,1.0,1000,30,5,10,0.5,scale-free,7
Clustered DAG,0.6616347830232318,4.588,4.985,0.4872042746469216,5.139,1.0,1000,30,5,10,0.5,scale-free,7
Contextual DAG,0.623081288506601,3.824,4.164,0.531886566593644,3.785,1.0,1000,40,5,10,0.5,scale-free,7
Fixed DAG,0.9206767624780976,5.836,6.307,0.34309222444222437,6.0,1.0,1000,40,5,10,0.5,scale-free,7
Sorted DAG (fixed),0.7991161828062272,5.181,5.132,0.38377502495913235,4.455,1.0,1000,40,5,10,0.5,scale-free,7
Sorted DAG (truth),0.6225507869025609,2.145,2.499,0.7544786318945597,5.024,1.0,1000,40,5,10,0.5,scale-free,7
Clustered DAG,0.7033574440374406,4.931,5.26,0.460236075036075,4.601,1.0,1000,40,5,10,0.5,scale-free,7
Contextual DAG,0.6324832923995678,6.1,6.633,0.4685219881321192,6.296,1.0,1000,50,5,10,0.5,scale-free,7
Fixed DAG,0.9130334843883049,5.163,4.783,0.3787891053391053,5.0,1.0,1000,50,5,10,0.5,scale-free,7
Sorted DAG (fixed),0.6756639775726625,5.458,5.499,0.41034357547505046,4.868,1.0,1000,50,5,10,0.5,scale-free,7
Sorted DAG (truth),0.6371605222125455,2.99,3.182,0.589193854526966,3.271,1.0,1000,50,5,10,0.5,scale-free,7
Clustered DAG,0.670040555249402,4.134,4.235,0.5403507104007104,4.716,1.0,1000,50,5,10,0.5,scale-free,7
Contextual DAG,0.5240944259788142,2.554,3.027,0.7219336330336327,4.358,1.0,1000,10,2,10,0.5,erdos-renyi,8
Fixed DAG,0.9470107309042407,6.011,6.367,0.3178207403707402,5.0,1.0,1000,10,2,10,0.5,erdos-renyi,8
Sorted DAG (fixed),0.5769995498325079,3.587,3.564,0.566045716375128,4.646,1.0,1000,10,2,10,0.5,erdos-renyi,8
Sorted DAG (truth),0.28421845339016566,0.979,1.349,0.9060382947118236,5.151,1.0,1000,10,2,10,0.5,erdos-renyi,8
Clustered DAG,0.534986372326693,3.397,3.548,0.6265952269952267,5.137,1.0,1000,10,2,10,0.5,erdos-renyi,8
Contextual DAG,0.310790676666278,1.039,1.293,0.8845578532578527,4.062,1.0,1000,20,2,10,0.5,erdos-renyi,8
Fixed DAG,0.8791182137943541,3.86,3.548,0.49472763347763354,5.0,1.0,1000,20,2,10,0.5,erdos-renyi,8
Sorted DAG (fixed),0.4685878432289139,3.703,3.017,0.5432569015386582,5.784,1.0,1000,20,2,10,0.5,erdos-renyi,8
Sorted DAG (truth),0.19433070456011314,0.943,1.255,0.9201009164468136,5.378,1.0,1000,20,2,10,0.5,erdos-renyi,8
Clustered DAG,0.431297701834911,2.217,2.818,0.7594307414807413,4.627,1.0,1000,20,2,10,0.5,erdos-renyi,8
Contextual DAG,0.2659363761576444,2.244,2.337,0.7461164692893201,5.068,1.0,1000,30,2,10,0.5,erdos-renyi,8
Fixed DAG,0.850497105022939,4.23,3.643,0.43920745920745924,5.0,1.0,1000,30,2,10,0.5,erdos-renyi,8
Sorted DAG (fixed),0.5493851278107164,3.276,2.695,0.49352673960295845,3.912,1.0,1000,30,2,10,0.5,erdos-renyi,8
Sorted DAG (truth),0.3210526630793132,1.665,1.953,0.8138174614807273,4.593,1.0,1000,30,2,10,0.5,erdos-renyi,8
Clustered DAG,0.39011715153723264,2.584,2.856,0.654389132436191,4.741,1.0,1000,30,2,10,0.5,erdos-renyi,8
Contextual DAG,0.33519142814816555,1.573,1.616,0.8153738198677823,4.528,1.0,1000,40,2,10,0.5,erdos-renyi,8
Fixed DAG,0.9191059782788978,4.263,3.66,0.45403513708513693,4.0,1.0,1000,40,2,10,0.5,erdos-renyi,8
Sorted DAG (fixed),0.5547086684196633,3.634,2.453,0.535683449321577,5.157,1.0,1000,40,2,10,0.5,erdos-renyi,8
Sorted DAG (truth),0.30980656776835963,1.013,1.17,0.8837163100573312,5.056,1.0,1000,40,2,10,0.5,erdos-renyi,8
Clustered DAG,0.38252334354482465,1.581,1.628,0.823940559440559,4.714,1.0,1000,40,2,10,0.5,erdos-renyi,8
Contextual DAG,0.609010258373591,2.862,2.781,0.5707769438847747,3.003,1.0,1000,50,2,10,0.5,erdos-renyi,8
Fixed DAG,0.860267459464604,4.235,3.829,0.46190670995670996,4.0,1.0,1000,50,2,10,0.5,erdos-renyi,8
Sorted DAG (fixed),0.6600773267773954,3.371,2.856,0.44956415852809045,2.792,1.0,1000,50,2,10,0.5,erdos-renyi,8
Sorted DAG (truth),0.5577152293693056,2.481,2.519,0.6740764186621772,3.66,1.0,1000,50,2,10,0.5,erdos-renyi,8
Clustered DAG,0.4943457919469044,2.368,2.432,0.7443206127206122,4.485,1.0,1000,50,2,10,0.5,erdos-renyi,8
Contextual DAG,0.4018357911064101,2.36,2.781,0.7410306153426893,5.184,1.0,1000,10,5,10,0.5,erdos-renyi,8
Fixed DAG,0.9284448987725048,5.558,5.722,0.313044893994894,5.0,1.0,1000,10,5,10,0.5,erdos-renyi,8
Sorted DAG (fixed),0.6497249483676962,4.955,4.842,0.4212609951709797,5.523,1.0,1000,10,5,10,0.5,erdos-renyi,8
Sorted DAG (truth),0.39691294354870266,1.43,1.768,0.8311921743633041,4.754,1.0,1000,10,5,10,0.5,erdos-renyi,8
Clustered DAG,0.7425002426041387,4.101,4.585,0.5421543567543567,4.704,1.0,1000,10,5,10,0.5,erdos-renyi,8
Contextual DAG,0.5145138639710447,2.589,3.011,0.6728888686842984,4.014,1.0,1000,20,5,10,0.5,erdos-renyi,8
Fixed DAG,0.9116476609110065,4.681,4.82,0.47634529914529916,5.0,1.0,1000,20,5,10,0.5,erdos-renyi,8
Sorted DAG (fixed),0.5527813673703897,3.267,3.468,0.572649239735153,4.05,1.0,1000,20,5,10,0.5,erdos-renyi,8
Sorted DAG (truth),0.4755405660858936,1.647,1.967,0.7778560773763556,4.35,1.0,1000,20,5,10,0.5,erdos-renyi,8
Clustered DAG,0.6298677566447775,4.013,4.295,0.5638835525585524,4.934,1.0,1000,20,5,10,0.5,erdos-renyi,8
Contextual DAG,0.5946315331253079,4.056,4.29,0.5505433164174058,4.525,1.0,1000,30,5,10,0.5,erdos-renyi,8
Fixed DAG,0.9435231729084033,5.11,4.715,0.2936970418470418,3.0,1.0,1000,30,5,10,0.5,erdos-renyi,8
Sorted DAG (fixed),0.7559772979928351,4.105,3.933,0.4103516553119783,2.992,1.0,1000,30,5,10,0.5,erdos-renyi,8
Sorted DAG (truth),0.4628416291019936,2.739,3.223,0.7648432430328476,6.185,1.0,1000,30,5,10,0.5,erdos-renyi,8
Clustered DAG,0.7029389203206844,3.935,3.866,0.5479960483960484,4.525,1.0,1000,30,5,10,0.5,erdos-renyi,8
Contextual DAG,0.7212114875913719,4.71,4.723,0.4168850701597627,4.099,1.0,1000,40,5,10,0.5,erdos-renyi,8
Fixed DAG,0.884117980532153,4.672,4.527,0.408035508935509,4.0,1.0,1000,40,5,10,0.5,erdos-renyi,8
Sorted DAG (fixed),0.6444886753131553,7.395,7.765,0.42165281413100475,7.459,1.0,1000,40,5,10,0.5,erdos-renyi,8
Sorted DAG (truth),0.5222638750316771,2.846,3.171,0.6717670081515079,4.485,1.0,1000,40,5,10,0.5,erdos-renyi,8
Clustered DAG,0.6557999813213156,4.223,4.445,0.5314983266733266,4.709,1.0,1000,40,5,10,0.5,erdos-renyi,8
Contextual DAG,0.7836307010147541,3.912,3.998,0.4376394484737828,2.832,1.0,1000,50,5,10,0.5,erdos-renyi,8
Fixed DAG,0.9166883717748973,5.166,4.102,0.3570414807414806,5.0,1.0,1000,50,5,10,0.5,erdos-renyi,8
Sorted DAG (fixed),0.7480622697250712,4.487,4.189,0.40236526581956644,3.59,1.0,1000,50,5,10,0.5,erdos-renyi,8
Sorted DAG (truth),0.5446024583025583,1.98,2.254,0.8152127603753281,5.38,1.0,1000,50,5,10,0.5,erdos-renyi,8
Clustered DAG,0.6639952534892032,4.092,4.051,0.5474539405039406,4.696,1.0,1000,50,5,10,0.5,erdos-renyi,8
Contextual DAG,0.29189838444460314,0.865,1.056,0.8945134414604997,4.964,1.0,1000,10,2,10,0.5,scale-free,8
Fixed DAG,0.9195008122684398,5.613,6.277,0.3899521339771339,6.0,1.0,1000,10,2,10,0.5,scale-free,8
Sorted DAG (fixed),0.5102141193990634,3.049,3.213,0.6189835629282997,5.26,1.0,1000,10,2,10,0.5,scale-free,8
Sorted DAG (truth),0.2303862844099377,0.704,0.884,0.9138158817965952,5.228,1.0,1000,10,2,10,0.5,scale-free,8
Clustered DAG,0.6412317404411481,4.372,4.743,0.5002187625669824,4.788,1.0,1000,10,2,10,0.5,scale-free,8
Contextual DAG,0.2924351119907835,1.179,1.385,0.8043126356271862,5.052,1.0,1000,20,2,10,0.5,scale-free,8
Fixed DAG,0.9140537776077743,5.069,5.824,0.3524667443667442,5.0,1.0,1000,20,2,10,0.5,scale-free,8
Sorted DAG (fixed),0.5802044520368331,3.833,3.901,0.5533896308077475,5.732,1.0,1000,20,2,10,0.5,scale-free,8
Sorted DAG (truth),0.2406211062235053,1.071,1.226,0.8518756253224644,5.607,1.0,1000,20,2,10,0.5,scale-free,8
Clustered DAG,0.5538729566540515,2.839,3.266,0.6744676375911669,5.359,1.0,1000,20,2,10,0.5,scale-free,8
Contextual DAG,0.34290491175485815,2.447,2.903,0.7434232007509296,5.279,1.0,1000,30,2,10,0.5,scale-free,8
Fixed DAG,0.9438460667217309,5.567,5.596,0.2662136863136862,5.0,1.0,1000,30,2,10,0.5,scale-free,8
Sorted DAG (fixed),0.7094576361407651,5.49,5.442,0.42426449264955757,6.142,1.0,1000,30,2,10,0.5,scale-free,8
Sorted DAG (truth),0.3914357344999906,1.211,1.395,0.8075803477568179,4.134,1.0,1000,30,2,10,0.5,scale-free,8
Clustered DAG,0.48931183595722144,2.869,3.284,0.6902087801087798,5.106,1.0,1000,30,2,10,0.5,scale-free,8
Contextual DAG,0.29971905824697764,3.719,4.127,0.6842186460483451,6.629,1.0,1000,40,2,10,0.5,scale-free,8
Fixed DAG,0.8598233331697416,4.366,4.303,0.4395731046731046,5.0,1.0,1000,40,2,10,0.5,scale-free,8
Sorted DAG (fixed),0.6412170417082581,3.565,3.104,0.4576459456966444,3.953,1.0,1000,40,2,10,0.5,scale-free,8
Sorted DAG (truth),0.26091053654374724,1.771,2.026,0.8180177351057945,5.627,1.0,1000,40,2,10,0.5,scale-free,8
Clustered DAG,0.4147900821525252,2.409,2.668,0.7136475357975356,4.577,1.0,1000,40,2,10,0.5,scale-free,8
Contextual DAG,0.47081141632809603,2.179,2.417,0.665316271817278,3.457,1.0,1000,50,2,10,0.5,scale-free,8
Fixed DAG,0.8835415146855782,4.4,4.183,0.4687527417027417,5.0,1.0,1000,50,2,10,0.5,scale-free,8
Sorted DAG (fixed),0.6150249259273409,3.51,3.388,0.5443731869509808,4.205,1.0,1000,50,2,10,0.5,scale-free,8
Sorted DAG (truth),0.35796635727279064,1.473,1.768,0.8116723924786715,4.504,1.0,1000,50,2,10,0.5,scale-free,8
Clustered DAG,0.3997053445702979,3.066,3.482,0.6756187067834123,5.355,1.0,1000,50,2,10,0.5,scale-free,8
Contextual DAG,0.38250859454607306,2.221,2.619,0.7257194173748506,4.472,1.0,1000,10,5,10,0.5,scale-free,8
Fixed DAG,0.9385794621403561,5.471,5.746,0.33061289266289257,5.0,1.0,1000,10,5,10,0.5,scale-free,8
Sorted DAG (fixed),0.6168662620895189,4.679,4.874,0.43208013643665283,5.274,1.0,1000,10,5,10,0.5,scale-free,8
Sorted DAG (truth),0.3175918995189128,1.705,2.063,0.8149189996192315,5.265,1.0,1000,10,5,10,0.5,scale-free,8
Clustered DAG,0.6633243689327323,4.233,4.683,0.5438404621522268,5.53,1.0,1000,10,5,10,0.5,scale-free,8
Contextual DAG,0.472993335087841,3.271,3.687,0.6359699349301879,5.316,1.0,1000,20,5,10,0.5,scale-free,8
